"class"	"text"
1	@CarlosLoret Lopez Obrador ofrece trabajo comida y hospedaje a los migrantes, cuando hay un chingo de mexicanos sin trabajo, sin comida y sin techo, primero que atienda su casa. La delincuencia va a aumentar en mexico.
1	@CarlosLoret Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
1	@CarlosLoret Porque los medios de comunicación como tv Azteca y televisa no dieron información del desastre total que dejó el huracán Willa al Estado de NAYARIT!!   Lo único que les importa al gobierno es los  migrantes, el cardenal Norberto, y el nuevo aeropuerto, AYUDA!!! https://t.co/FR3mar8gkx
1	@carlosnajarraba @wazzap1229 @lopezobrador_ Ya que quieren incluir mediciones...el pedimento  de la corrupción...  favor de incluir también  las balaceras  que no paran en las fronteras, donde se han encontrado   hondureños...esos que les dieron todo para llegar a la  frontera.(YA SE ESTÁ  CANSANDO LA GENTE).
0	@carlostomasini Pues para los mexicanos no fue tan buen presidente, ya que es quien mas deportaciones ha hecho en contra de migrantes.
0	@CarlosTorresF_ @AndreaChavezTre Y las feministas donde están ?  Donde andan todas esas justicieras encapuchadas y vertidas de negro ?  No deberían estar haciéndole un desmadre a esta tipa tan y corriente ?
1	@CarlosTorresF_ @JoseZapatero21 @lopezobrador_ Por hablador y andar repartiendo un pais que no es de el sólo lo eligieron presidente, nos lleno de migrantes debemos exigirles que los saque no queremos a loa migrantes que se larguen a sus países de origen que allá los mantengan, no humanitario son huevones aquí ya tenemos
0	@CarlosTorresF_ @lopezobrador_ Y languardia nacional ? Puro choro deteniendo migrantes
1	@CarlosTorresF_ Mucha austeridad para los mexicanos pero para los migrantes Marcelo Ebrard en Alemania pidiendo dinero para los migrantes y nada para los mexicanos
1	@CarlosTrejoGT @BMarroquin2021 @MiguelRaidmax Pues sigue siendo guatemalteca y debe pagar con carcel todos sus crímenes.
1	@carmenaidalazo Que ingresen en orden y de acuerdo a leyes y ordenanzas para ingreso d extranjeros a México y no con violencia a la fuerza usando a mujeres y niños. Si como te gusta el caos entonces que desaparezcan las fronteras y que entre cualquiera #CaravanaMigrantes
0	@CarmenE43545118 @Gmafiosa1 @JoseNic06237153 @FadlalaAkabani @edgarciame @Tu_IMSS Yo no tengo problema que un trabajo se pagué, tengo amigos cubanos y se que vivirían mejor en México que en cuba, y si este gobierno está regalando la nacionalización, 
1	@CarmenPalmaG @JackGReloaded Mis vecinos centroamericanos todos poderosos atascándose de cosas en coppel, pero ropa de indigentes emosos pa dar lástima.
0	@CarolC @IngrahamAngle Bust the borders and commit crimes?  Wow, you’ve really simplified immigration to yourself haven’t you?  Why is it that we can show the exact statistics related to the Trump and the insurgents however you can’t do the same for
0	@carolina_rocha_ @VicenteFoxQue @FelipeCalderon Tu opinión vale caca??estás quemada como chayotera de la 4ta , así que mejor cállate?? , no es lo mismo defender a nuestros migrantes , que defender los errores de tu pdte @lopezobrador_ y @m_ebrad q
0	@carolina_rocha_ Lo más impresionante es que a pesar de tus documentales sobre Cuba., Lopez Obrador se empeñe en traer médicos cubanos y con ellos su adoctrinamiento sociocomunista. Un riesgo alto de cambiar el pensamiento de las perosnas y encaminarno
0	@carolina_rocha_ Sabemos  que apoyas esta idea de traer medicos cubanos a las zonas donde no quieren ir los medicos Mexicanos.  Viva AMLO ?? Viva Cuba Viva México ????
0	@CarolinaMonroy_ @SRE_mx Manda una solicitud a tu primo @epn y a @eruviel_avila que apliquen Art 14 de ley-de-proteccion-y-apoyo-a-migrantes
0	@Cascada57 @thehill @MeghanMcCain Trump administration has flying colors when it comes to immigration Biden is in the trashcan what’s your excuse
1	@cashito27 Y porque no deportarlos, esos son una amenaza para el @MpioPNegras.... @INAMI_mx no piensa actuar???? Dejaran que anden haciendo sus desmanes??? 😠😠
0	@catapitos Pero este mes cumple años mi venezolano fav :(
0	@CCastilloPerez1 Bueno tú sarcasmo pero con tu 4T que tanto aludes no falta mucho, en lugar de dar plazas a médicos cubanos darlas a médicos mexicanos. #faroldelacalleobscuridaddesucasa
1	@CCNews__ Eres un pendejo, hasta donde vas a llevar al país con tanto migrante, que más bien parece una invacion Ellis tienen derechos, nosotros también,
1	@CDMSaltillo @SEDENAmx @policiasaltillo Y por qué no exigen respeto a todos los demás artículos de la ley de migración?  No! Mamen!
1	@ceciliasotog @econokafka @SRE_mx @Pemex Y mientras tanto miles de Centroamericanos ilegales entrando al país y nosotros aceptando los y manteniéndolos.  Y haciéndonos de la vista gorda con los miles de migrantes mexicanos indígenas que andan por todo el país a los que nadie ayuda.
0	@celina_nunezr La verdad es q poco importa,todo lo hacen x ellos,la mitad d mi familia son migrantes y solo uno tiene papeles después d años
0	@CentralFM_ @lopezobrador_ @CarlosLoret Lo que queremos saber es de que viven sus hijos, todos los bienes reales de sus incondicionales, cuánto ganan todos los que le hacen caravana.
0	@cepal_onu @aliciabarcena @PUEDUNAM Realmente conocen la problemática a de los países centroamericanos???
1	@cesarvakero1 Con razón cuando uno va de pesca al cuchillo nadie te dice nada. Los malandrines andan en su jale con los indocumentados.
0	@CESCDMX Buscará a IP para desarrollar estrategias de apoyo a migrantes capitalinos que sean repatriados: @ManceraMiguelMX . @PrensaLyO
0	@ceyhunirgil hahaha hadi i?alla :) gelsin de dövsünler onu burada
1	@ChairoMexicano Amlo es corrupción mentiroso inepto antipatriota antipatriota sirve a otros interese sus migrantes son la prueba trump no juega o los detiene o nos parte la madre su necedad y terquedad y su egoísmo no entiende razones  el. Ingreso podtia pararlo pero son enemigos de mexico
0	@ChalioChapelle @carolgamazo @noficciongt abrir la boca muchas veces no es de sabios. Emitir opinión siempre y cuando sea para construir y aquí todos opinan para destruir y descalificar sin pruebas. Los problemas de los guatemaltecos son de los guatemal
0	@Charrasquead @joel_valdezn Humor negro di
1	@Chatomex2016 @ARMANDOGL1 @LOVREGA @lopezobrador_ El lunes el poder gay y demas aborteros, los narcos el crimen organizado  los huachicoleros serán su público estos si tienen logros y los consentidos los migrantes, el traidor a la patria y su titere la gorda Marcelo Ebrard se alzaran la mano.
0	@chavezpiloto @ottoninos @cmdf1 @jorgeramosnews usted dígame Juan Carlos Chavez Usted voto por Trump y su ser antiimigrante.
1	@chayitomoguel1 @davidhcastel @MalthusGamba Creo que a Trump le vale lo que hagan los mexicanos, el solo quiere que México detenga a las migraciones masivas y violentas y los mexicanos también ya no queremos más invasores manipulados de centroamérica,África y la Conchinchina..
1	@chef_betty @AztecaNoticias Creo estan mas enfocados a la caravana de migrantes, y como usted dice se olvidan de la problematica de casa !!! Hagamos viral esto ..
1	@chef_betty @AztecaNoticias Creo estan mas enfocados a la caravana de migrantes, y como usted dice se olvidan de la problematica de casa !!! Hagamos viral esto '..
1	@chef_betty @luisjorgearnau Toda la ayuda debe irse a Nayarit y no darles nada a los migrantes
1	@ChicoCheVive Acá en Tenosique un  curita  es el responsable de que los migrantes centroamericanos hagan de las suyas y queden impunes. Les solapa sus fechorías inmiscuyendose en asuntos de gobierno.
1	@ChicoCheVive Acá en Tenosique un curita es el responsable de que los migrantes centroamericanos hagan de las suyas y queden impunes. Les solapa sus fechorías inmiscuyendose en asuntos de gobierno.
0	@ChindyAlo Hasta hay pozole negro. Le ponen frijolitos.
0	@ChiscoQ No es clasista, simplemente es tu interés y tienes el derecho legitimo de no ir. Lo que es mezquino es rechazar que médicos cubanos vallan allá.  Por eso se les trae, porque muchos médicos rechazan.
0	@ChumelTorres Ni cubano es , lastimosamente es tapatio :(
0	@CIDH Entre COMAR, INM , ACNUR, tienen una red de negocio de trata de migrantes. Nos presionan negandonos refugio para que les paguemos de forma ilegal o en dado caso nos vayamos con un coyote de sus propios elementos de la red.
0	@CIDH PLGP...  Que patéticos los del CIDH.. SON UNOS PERFECTOS HDP ZOOCIALISTOIDES LAS RATAS ESAS...  Guatemala, para resguardar su honor ya debe mandar a la MIERDA a la CIDH y cuanta entidad satelite de la internacional socialista de la onu
0	@cinetiquetar ¿Sigue abierto Cocodrilo? El negro la rompe, seguro. Por lo menos Affaire, de donde salí tirando besitos... JAJAJA
0	@CiriloDiputado asiste a la Presentación del Libro Los Migrantes Poblanos en Estados Unidos https://t.co/jqEtoYcRqP
1	@CiroGomezL @lopezobrador_ @ImagenTVMex Ciro, una vez mas arrastrandote a @lopezobrador_ , defendiendo lo indefendible o ¿podrias decirnos que hicieron los medicos cubanos que vinieron a pasear al inicio de la pandemia??... ten tantita dignidad !!
1	@CiroGomezL “Que carajo importa de donde vengan”? En ese caso bienvenidos todos los indocumentados,los 25 mil guatemaltecos afiliados al IMSS,el $ Público regalado a ciudadanos de otros países etc;EL PROBLEMA NO ES QUE VENGAN… son las condiciones 
1	@CiroGomezL Bienvenidos los médicos cubanos? No estoy de acuerdo a tu opinión, primero deben ser nuestros médicos mexicanos para conseguir y tener un empleo digno, están capacitados para hacer su trabajo. Ciro creo que estás perdiendo tu objetividad 
1	@CiroGomezL El descafeinado dice que bienvenidos los  médicos  cubanos, cuando se atienda el o su familia que recurra a cubanos y no al hospital ángeles, cada vez más adoctrinado por su cuate epigmenio, cuando no estés ya déjalo en tu lugar, da lo mi
0	@CiroGomezL hola ! POR CADA UN CENTROAMERICANO q quiere emigrar a EUA, hay DOS MEXICANOS intentando lo mismo. entonces q hace amlo abogando x los centroamericanos y no resuelve el problema d méxico q es dis veces más grave ? buen día !
0	@CiroGomezL las plazas del imss son otorgadas por el sindicato, los medicos cubanos tendrían que pasar por el mismo proceso de solicitarlas y pasar por ser R8 o cubre vacaciones.  El gobierno no pude meterse en asuntos del sindicato.
1	@CiroGomezL no caigamos en protagonismos y vayamos a la realidad. Los hondureños quieren llegar a tocarle la puerta tracera de nuestros vecino. PERO YA LE CONFIRMARON QUE LES VA ABRIR? SI no PARA QUE DEJAR LOS ENTRAR PARA CREARNOS CONFLICOS?
1	@CiroGomezL No ciro, aqui claro que son bienvenidos todos, pero el pagar a medico cubanos no es valido….ahhh y por cierto ya no veo tu programa
1	@CiroGomezL Qué impotencia! Pero ya vienen los “doctores cubanos”.
0	@CiroGomezL Que vergüenza Ciro..... No seas servil. La contratación de médicos cubanos Es el Robo más grande que hará YSQ....aquí pagas 145000 pesos x medico  Aya en Cuba les dan 600 pesos... El resto es ahorro para el retiro ... ROBO....
0	@CitlaCarvajaI Lo mejor..serán traicionados por ANLO, su amigo de la infancia de Gobernacion,  es su caballo negro...al tiempo.. Marcelo será traicionado
1	@CitlaHM @DraAnaCeci @Tu_IMSS @Tu_IMSS imagino que primero les van a pedir sus papales de revalidación a los cubanos !!!verdad?? NO AUTORIZO QUE MIS CUOTAS DE IMSS SE USEN PARA PAGARLE A MEDICOS CUBANOS !!!
0	@CitlaHM @DraAnaCeci @Tu_IMSS Como siempre, está tipa, senadora justificando que el remedo de presidente @lopezobrador_ regale el dinero de los que si pagamos impuestos, disfrazado de contratos para apoyar la dictadura cubana. Ya los quiero ver, a estos 
1	@ClaudiaPBMc Excelente idea AA MLOVER ADOPTA UN MIGRANTE https://t.co/4oWNS2cRwn
1	@ClaudiaPBMc Excelente idea si cada uno de los que dio su maravilloso boto al presidente que hagarre de uno a 2 migrantes y les de asilo,comida, y los resguarde hasta su deportación
0	@ClaudiaRobiralt @Milenio En el bote, los seguiríamos manteniendo!!!    Mejor que los manden con los médicos cubanos   claro sin  la lana  que ya se adjudicaron
1	@Claudiashein @ClaraBrugadaM @QuinteroxIztac @rosaicela_ No pagaré predial y agua no estoy de acuerdo en mantener migrantes  (primero los mexicanos )
0	@Claudiashein @Foro_TV @alvaro_delgado  No es posible que se tenga que resguardar monumentos contra mujeres violentas. Cuando chocas contra un poste es daño a la nación o bien público, cuando estás mujeres dañan monumentos es libertad de expresión.
1	@Claudiashein @GobiernoMX @lopezobrador_ @m_ebrard Felicidades jajajajjaa ok el traspatio de EUA donde depositan lo que no quieren y apartebla compra de artículos agropecuarios ¿y nuestros campesinos? ¿De dónde se va a mantener tanto migrante? Fue magnífica, ¡si a festejar!
1	@Claudiashein @lopezobrador Pregunta:Que hay de  cierto de dar seguro de desempleo y casa  de INFONAVIT a los migrantes?
0	@Claudiashein ¿ vas a hacer una consulta popular para el reemplazo (ilegal) del monumento a Cristóbal Colón ?   Les quedó muy grande la chamba
0	@Claudiashein Dinero que no es de ustedes, y no se adjudiquen programas como suyos, ese programa de ayuda es de FOX, haciendo caravana con sombrero ajeno!!
0	@Claudiashein Donde está el dinero de los médicos cubanos???????????????????????dice nada que esconder @CiroGomezL @Reforma @El_Universal_Mx @heraldocuu @heraldodemexico @MaruCampos_G
0	@Claudiashein Sra. Claudia por favor, no nos haga pensar que le importa la gente ! Por instrucciones de su jefe el anciano hay que dejar morir a todos.. eso demuestra la falta de medicamentos e insumos en hospitales. Y que me dice de los médicos cubanos?
0	@ClaudioXGG Huuuy descubres el hilo negro huuy que golpe a los bolsillos,  jajajaja a los bolsillos De tu pantalón  infeliz jajajaj y no porque sufra tu canasta básica, SI NÓ POR LOS MILLONES QUE YA NO TE EMBOLSAS! JAJAJAJA
1	@ClaudioXGG Sin migrantes, petróleo, turismo etc, México construía carreteras, puertos, aeropuertos, escuelas, hospitales puentes y más, ahora todo concesionado y caro para el mexicano detiene nuestra propia derrama económica sin viajar por carretera. $22mil pesos peajes Chiapas - Tijuana!!!
0	@ClemenDelta @divino_panda ??????Caaarrrmen, se me perdió la cinta negra??????
1	@clint_joselito Los apátridas venezolanos errantes por América,  pueblo parásito,  cobarde que reclama en otro país  lo que el suyo @NicolasMaduro no les da, incapaces  de defender su democracia.
0	@CMonteroOficial Puros agentes del G2 cubano
1	@CNDH Por eso tú @cndh eres defensor de la delincuencia. ¿cuándo defiendes los derechos de las víctimas de los asaltantes que agreden a quien sea? De los desplazados en Chiapas, etc y no estar clamando por #CaravanaDeMigrantes ? Malditas lacras @CNDH
1	@CNNEE Puro pinche pancho los migrantes estan entrando por manadas y los agarran y los legalisan demostrando ke tienen familia en usa ya arreglaron asi ke parke tanto pancho
1	@COFEPRIS @SESA_QROO @AytoCancun pseudo cirujano plástico de origen venezolano con clínica  de nombre Adn medicina regenerativa ubicada en plaza monarca de Cancún pone en riesgo a pacientes  , sin ser médico https://t.co/C248eDovV0
1	@cokititita @ALCDETI Lo que sea necesario para revertir la irresponsabilidad de @EPN de haber permitido la humillación a #Mexico y #tijuana por parte de la #CaravanaMigrante que entró al pais violando nuestras fronteras. @lopezobrador_ pronúnciate. NO MÁS TOLERANCIA.
0	@compaViktor1312 @raffick01 @alenizayaa @Tu_IMSS Los médicos cubanos van para los políticos y sus familias nunca pisarán esas tierras , infórmese
0	@CongresoGuate necesitamos restricciones y más severas, en nombre de los médicos y de todo el personal de primera línea, yo como guatemalteca q los elegí en algún momento tengo el derecho de exigirles esto y sé q hay muchos Q piensan igual https://t
0	@conmipresidente @EPN perdoname, pero es que estás como idiota, según tu los migrantes han colapsado a la primer potencia mundial
0	@consuelodavila Que maravilla de noticia. Gracias por compartir.
1	@ConsultaPara ahora  con la nueva caravana de  migrantes rumbo a la  frontera...que van ha hacer ?... presumieron resolver el problema en 5 días de Gobierno la procuradora. Habría que preguntarles a los ciudadanos  de la frontera si aguantan otra y las vendran.
1	@cowboy_pedro A quien prefiere AMLO, a los migrantes invasores o a los mexicanos?
1	@cristiancrespoj A Pa migrantes ... vándalos
0	@cristina_morfin @niinmx @mareoflores Amigo, era conveniencia. Es que México ha sido la puerta trasera de USA, si Alemania entraba le prometía a México todo el territorio que le robaron los gringos, pero no hubo trato, de otro modo tendríamos otra perspectiva en los libros de historia y los migrantes serían otros.
0	@criticolombia De acuerdo a lo que leí. Li que les están dando es un estatus migratorio temporal.  Como hizo Donald Trump que lo dio por 18 meses
0	@CubaMINREX @BrunoRguezP @SoberonGuzman ¿Cuatro Gatos?, No veo la “caravana”, hay escasamente 3 carros. Ni ustedes mismos se creen lo que están diciendo. CÍNICOS.!!
0	@CuitlahuacGJ  En Cd Mendoza, Ver. el alcalde acaba de declarar Estado de Emergencia x el alto # de secuestros. Aquí es paso de migrantes ??. Policía rebasada. 7 secuestros en las últimas 24 hrs.#YaPonteATrabajarInútil Les dejo el link. https://t.co
0	@CuitlahuacGJ Antes de pavimento está el tratamiento de aguas negras y pluviales. Las negras nunca se deben descargar en mantos freáticos
0	@CulturaNueva @JesusRCuevas Si claro, todo está perfecto. Lo único que no dice es que lo medios cubanos son para la zona de la montaña de Guerrero, a donde nuestros médicos no quisieron ir, pues todos querían plaza en la zonas urbanas donde la comodi
0	@CValdizan A qué se dedican estos ? Cuando sus decisiones no son vinculantes ? En qué nos beneficia a los centroamericanos mantener a esta gente ?
1	@CValdizan La incongruencia es de ambos lados. ¿Cómo pueden justificar restricciones de viaje para personas que no cuentan con la prueba C19, y al mismo tiempo celebrar la migración de indocumentados que carecen de ese documento?
1	@cynthialeonorm Con tanto acarreado se me hacen pocos tomando en cuenta el número de migrantes que están en la zona   Quién absorberá el gasto?
1	@cynthialeonorm Eso es verdad por qu no saca de México a esos delincuentes y ese dinero lo invierte en la Salud de los Mexicanos ?
0	@Daddynoroa123 @zoerobledo @Tu_IMSS Ahí está el médico cubano para Noroña aka el #ChangoleonLegislativo https://t.co/OMuodJCVQL
0	@Daddynoroa123 Se volco un trailer que en la caja llevaba indocumentados sudamericanos, 49 muertos y otros muy graves
0	@DADO_11223344 @DraAnaCeci Dra Ana Ceci ,deje de grillar a los médicos cubanos, que hable la capacidad de ellos y no la xenofobia de usted, los avances en la ciencia médica en el mundo, se han dado por la colaboración de mucho países y solo así se ro
0	@DamianAIcazar Que traigan actores cubanos porqué no hay en México y los que se dicen andan pidiendo su programa social
0	@DaneheLee @tedcruz As long ah he is republican yes.look at trump calls us libs commies,he married one.cuck says secure our borders he a border jumper ,Abbot the angry roller hates Mexicans his wife and inlaws Mexican and Mexican immigrants.fkn hipocrates
1	@danieloso Por eso no queremos inmigrantes ni sudacas. A ésos perros les regalan lo que producimos. Vaya mierda ??
1	@danikbm @MexLibre_ Mexico debe exigir a USA que ponga oficinas de migración en la frontera sur de MEXICO para evitarles el viaje a migrantes a través de MEXICO y que no se queden en nuestro país , que los retengan desde la frontera
0	@DanteCo94150246 @DraAnaCeci Pagale 140 mil pesos, por que pagar más a los cubanos.
0	@DanteCo94150246 Los médicos cubanos con especialidad altamente preparados , estudian y trabajan mucho con poco salario , pueden trabajar en los pueblos  la alta ! montaña para ayudar a los más pobres , cosa que los médicos de aquí no asen , solo qui
1	@darielamaciasc @ProtecCivil_PN La mayoría de los albergados en la central de bomberos son centroamericanos,¿donde darán refugio a sus conciudadanos nigropentenses si la gran mayoría de los espacios destinados para albergues están ocupados Por migrantes centroamericanos? Ojalá y no sigan los fríos tan intensos.
1	@dariomrs No puede darte vergüenza ser Mexicano, somos un pueblo con una variedad muy grande en desigualdades y culturas. Llevamos lustros con cientos de miles de muertos y desaparecidos y no  existió la vergüenza de tener tantos homicidios, el mostrar desagrado por los migrantes no mata.
0	@DarkDragn4 La noche de las Ratas negras...
0	@DarkestBelle gotta ask a haitian
1	@davidalmundo @marcelamerino El comentario lo hago por las diferentes declaraciones de los Hondureños de la Caravana, exigiendo mejor comida, mejor ropa, mejores apoyos. https://t.co/d5Agigw1gs
0	@DavidPramo2 Cómo les gusta hacer caravana con sombrero ajeno ????
0	@DavidPramo2 Ser médico es como los gallos si son buenos en cualquier gallinero cantan ...y si un médico cubano estando ejerciendo en MÉXICO salva tan solo una vida  Vale la pena todo este panocheo Y más si es alguien de nuestra familia...
1	@DavidVicenteno @soyirenelevy @ImagenTVMex @telediario @heraldodemexico @franciscozea @JesusMartinMx @grupoacir @SergioyLupita @CiroGomezL @lopezdoriga @QuePocaMadre_Mx Listo agresor centroamericano detenido ahora que lo de porten a su país aquí es de a
0	@davmireles93 @yosoylocke @VMOSN En ese sentido estoy de acuerdo contigo. No estoy a favor de que traigan médicos cubanos bajo el pretexto estupido del presidente.  Solo mi tweet está basado en la pregunta que se hizo.
1	@dcmtz @DALBA67 Mejor que no lo resuelva necesitamos que nuestros inmigrantes mexicanos sigan pasando a USA a trabajar sus remesas son polar de la economía. Pero gracias a AMLO que dejo pasar miles de vagos centroamericanos pagados por el ahora ya no pueden pasar gracias AMLO por dañar mexicanos
0	@DebbieforFL Debbie se que no te olvidaras de nosotros, seguimos en la lucha por la inmigración legal y organizada aún los 20k cubanos que no defraudaste nunca, seguimos creyendo en ti gracias
1	@dedo_al_anillo @MariettoPonce @DesireeNavarro No representan nada??? 500 médicos cubanos representan 3 millones de dolares por mes, que se está robando Cuba con complicidad de YSQ.... Está sacando dinero del país y adoctrinamiento a los más pobres y
1	@DeIntelligencia @Alejanvelap @Antizombies @LupitaJuarezH @lopezobrador_ No hagas caso, ahorita deben defender como sea lo de los médicos cubanos, porque el Peje va a regalar el $$$ de nuestros impuestos es eso, y este ser no merece menos de lo que le di
1	@DelaTorremar0 Cuantos médicos mexicanos tiene que despedir para poder pagarles a los cubanos ?
1	@DelMonteF la intransigencia de estos  migrantes esta dañando mucho a Tijuana. Son carne de cañon y si  viene mucho delincuente. Yo no los quiero aqui
0	@DeniseDresserG demostrado está, los peores enemigos de los migrantes, son los mismos migrantes que tienen documentos; el laberinto de la...
1	@DeniseDresserG Por el texto pensé que iba a ver a los soldados golpear o disparar a los migrantes... ¡Está cuenta parodia de @didi_madame está muy chafa!
1	@DeniseMaerker @m_ebrard Ni a los mexicanos les ofrecen empleo, queda claro que para estos son más  importantes los migrantes que su gente, ojalá ya renuncien
0	@DeniseMaerker en buena onda tu noticiero ya se volvió un programa de migracion , llevo un mes viendo lo mismo. Que no existen mas noticias
0	@DeniseMaerker no son migrantes ilegales, son indocumentados. #NingúnSerHumanoEsIlegal
0	@deniseramosm @GMonroyEnergy Lo peor es que solicitó un crédito ppr 20 mdd al para atencion a los migrantes.
1	@deniseramosm Denise, el del palacio tiene un médico cubano de cabecera, especialista, porque no confía en los médicos mexicanos.
0	@deniseramosm Los patrones de los guatemaltecos que estén trabajando en nuestro país.
0	@deniseramosm Seguro tu y yo .  El peje @lopezobrador_  haciendo caravana con sombrero ajeno
0	@DennBMcdougall No podremos traer actores cubanos en vez de medicos
1	@DePoliticayMas1 @Sr_POLVORA Es increíble este sujeto loco espero 20 años para esto su revanchismo es una amenaza para el país y sus compromisos para llegar ahora  invadiendo de migrantes nacionalizarlos y que puedan votar el Congreso antimexico lo ayuda en todo algo urgente hay que hacerAlgo peña debe pagar
1	@deprimeramano malditas gordas asquerosas y para colmo nisiquiera son mexicanas, que se vayan a su pueblo pobre #venezolanas , nacas, jodidas e inconscientes #lasgordas #coviidiotas
0	@Dianaalzina1 $2,800 pesos redondo a Miami? Es avión de indocumentados o qué pedo
0	@diario24horas la #CONAGO tiene una propuesta d @ClaudiaPavlobic en implementar un programa de apoyo al migrante que ayude a los expulsados
0	@diaz_porraspita @AquilesAquiles Le tienen mucho miedo,al demostrar que el socialismo cubano si beneficia al PUEBLO,a la educación ,a la ciencia y la cultura. Ese es el pex.
0	@DiazCanelB usted no es bienvenido en México, es un traidor al pueblo cubano! Y ud @lopezobrador_ no tiene derecho a invitar Dictadores asesinos a nuestro país! Socialistas de mierda!
0	@DiazCanelB Y dale con recordar al dictador, opresor y destructor del pueblo cubano, cómo se ve que no pasa nada bueno en Cuba y todo por la dictadura que encabezas.
0	@dicenquesoybot @mirdibah Y migrantes jugando baseball
1	@didi_madame Pero si ese niño verde con titulo apócrifo de Humanitas dejaba entrar a Chiapas en su periodo ,miles de migrantes sin documentos en regla ,es el colmo .
0	@DiegodelBosqueV A mí no me molesta que vengan, un maestro mío es cubano. Me molesta que los reciban como héroes mientras ignoran a los médicos mexicanos que si quieren trabajar, en dónde sea, y no les hablan. https://t.co/9aqPQ0xOwi
1	@diegoluna_ @EPN Y dime Diego que has hecho tú para ayudar a los migrantes, te invito a que pongas tu dirección y les des asilo si entran de la manera en q lo hicieron a MÉXICO... o tal vez se quede en un simple tweet como tú ayuda a Xochimilco 🤭
1	@diegoluna_ @octavio_hm @EPN Una caravana de gente violenta tampoco me representa y un wei que cree que lo sabe todo menos me representa!!!!
0	@DiputadosPANGto apoyaremos a más de 13mil paisanos migrantes desde casas de enlace ciudadano para que su regreso a casa sea como merecen. https://t.co/91y5l0qeUj
0	@DiputadosPANGto asesoraremos a más de 13mil paisanos migrantes desde casas de enlace ciudadano para que su regreso a casa sea como merecen. https://t.co/7f03inYYzx
1	@DiscapacPRIVER @DrLorenzoMeyer Dr Meyer siempre lo he admirado pero aquí discrepo totalmente, ya vió como les reparten dinero a los migrantes ? Esta caravana es otro fraude electorero de Trump usándonos a nosotros.
1	@DivinoTormento9 ¿Camarada?  ¿Estamos en la URSS? Lo mejor del asunto es que va al fondo de CULTURA económica.  Ya mejor me uniré a la caravana migrante.
1	@DivinoTormento9 Ahora no estoy de acuerdo contigo. Creo que permitir el tránsito de caravanas centro americas, pone en riesgo la seguridad. Por otro lado ya nos invaden argentinos y venezolanos.
0	@dnlzmd @buitredisecado2 @iesus33rr @marioavilaroque @Silvia56883750 @GN_MEXICO_ @Radio_Formula @lopezobrador_ Es falta de capacitación. En Europa están bien entrenadas las fuerzas del orden para “sacar” dócilmente a los africanos. Tal vez si nos c
0	@doc_rodrguez @lopezdoriga Los médicos cubanos están en todo el mundo, no digas pendejadas , la Dra Ana Ceci hizo el ridículo de su vida ???? https://t.co/L75R8KDSAL
0	@Doggo_Val @pulponyuwu 3060 negra zotac, llévele llevele
0	@DoliaEstevez Ooh la OEA ,. Qué gran cosa ... Te sabes lo que cantaban los cubanos en los 6Os ? Con la Oea o sin la oea ya ganamos la pelea ..  te dice algo ?
0	@DonLimon @LeoDiCaprio @onu Tu secretaria dijo que tu agenda está saturada.
1	@DonPorfifirio Si pero los cubanos saben alpinismo y traen medicinas que no hay,  y los va cuidar la GN ...... y  los mexicanos que se rasquen con sus propias uñas.
1	@Donvix @2818KM1 Es que es de progres, es que todos somos migrantes, es que los hermanos...
1	@Donvix Ah me faltó decir que voy todos los meses en avión, a veces cada 15 días, sigo siendo migrante o nomas mamador?
0	@DonVocero 2 mexicanos y curiosamente miembros de las fuerzas armadas ganaron el maratón de la CDMX, despues de tantos años ahora no hubo un africano o corredor profesional que les hicieran sombra...muy conveniente para estos tiempos verdad? ??
0	@Dr_Miata @DGineco @alviruela @DraAnaCeci @Tu_IMSS Los médicos cubanos están en todo el mundo,dejen de decir pendejadas,la Dra Ana Ceci hizo el ridículo de su vida y la rata de su papá del PRIAN ???? es como si los europeos prohibieran Médicos me
1	@DraAnaCeci Así se le tapa el hocico al inepto, mentiroso y corrupto de @lopezobrador_ , te aplaudo tu sensatez para ponerlo en su lugar, pero debo decir que la única razón que tiene para traer  médicos  cubanos es para desviar recursos, a ellos solo 
0	@DraKarenRosale1 Abdala no porque es vacuna cubana. Ah! Pero por supuesto que estaría dispuesta a salir en un comercial de choco crispis, avalando sus propiedades vitamínicas no? Todo es que le lleguen al precio.
1	@DRAKHULYA @chidadida @PRI_Nacional @PRD_CDMX @AccionNacional @MovCiudadanoMX @JTrianaT @Mzavalagc @LillyTellez @SalvadorCaro Ni tampoco dar de alta en el imss a 50 mil guatemaltecos ??
1	@DRAKHULYA @RALPHTWENTYONE @PRI_Nacional @AccionNacional @PRDMexico @MovCiudadanoMX Los mexicanos estamos obligados a rechazar la atención de los cubanos, ni siquiera sabemos si son médicos, fuera cubanos de México
0	@DrChavezDiaz Mi doc que no leyó las letras chiquitas, es exclusivamente para médicas y médicos cubanos. ??
0	@drewzecena Me da cosita que ahora todo vestido de negro, puro villano.
1	@DRicardo_98 Si pero allá no tienen el problema de los migrantes . No puede permitir mexico que cualquier persona sea delincuente o no , entre al país , y se quede o se vaya , según le convenga , eso pasa en esos países ? Tienen que tener papeles si quieren vivir en otro país .
